session,fn,idx,sex,audio_caption,emotion,text,Bio,aus,visual_caption
4,Ses04M_impro08,29,M,"The speaker sounds female, within the age range of 26-40 years old, speaking English with a neutral mood.",fru,"Ma'am, I understand that.","Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,30,F,Angry,fru,And I did everything they said.  And now i'm talking to you and you're supposed to put the money back on my account because I didn't make the calls and I'm really tired of dealing with this because I didn't even,"Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,31,M,The speaker sounds tired.,fru,"Ma'am, I - I - I understand that. I understand that. What I can do for you right now is what I'm telling you is that I can do- I can give you a hundred dollars back and then you'll have to fill out a complaint form and then you'll get -- there'll be some investigation. Some men will show up at your house and go through your things.","Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,32,F,The speaker sounds like a man.,fru,Excuse me?,"Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Inner Brow Raiser, Outer Brow Raiser, Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Stretcher, Jaw Drop",Nan
4,Ses04M_impro08,33,M,The speaker sounds happy.,fru,And then then you'll get some money back.,"Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,34,F,"The speaker sounds female, happy, and in the neutral mood.",fru,How long does that take?,"Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,35,M,The speaker sounds neutral.,fru,A few weeks.  You won't even know that they were there.,"Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,36,F,Angry,fru,I have to wait a few weeks for people come go through my things to get the money back that I didn't spend?,"Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,37,M,Neutral,fru,"Okay.  You know what?  I just don't feel like doing this anymore.  Um, you can have all the money back, two hundred dollar, right now.","Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,38,F,The speaker sounds surprised.,fru,Really?,"Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,39,M,The speaker sounds neutral.,fru,"Yeah.  That's fine.  I just -- that's fine. Yeah, I mean, it doesn't make any difference to me.  I mean, it's not like it's going to cost my job or anything.","Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,40,F,The speaker sounds neutral.,fru,You're just going to put it back on my account.,"Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,41,M,"The speaker sounds male, speaks English, is between 16-25 years old, and has a neutral mood.",fru,"I mean, technically, that's policy.  But, like, I mean, I don't really care about -- nobody really cares about policy here.","Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,42,F,The speaker sounds sleepy.,fru,So you're just going to take care of this for me?,"Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
